Frame,Time (ms),,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity 
44,516931,,26.127,,17.2662,,17.8757,,15.9424,,16.242,,17.9354,,17.0156,,22.0999,,27.0609,,27.1217,,29.1483,,33.4098,,25.2642,,26.201,,29.9014,,26.3484,,25.9651,,37.6638,,32.0178,,33.7802,,22.0632,,23.7265,,17.2193,,33.3547,,30.6162,,28.1525,,19.2051,,23.6606
45,526930,,23.4215,,15.5567,,14.5638,,21.9864,,13.4928,,19.0549,,16.579,,22.0873,,24.7889,,23.3442,,22.1269,,24.8354,,24.0055,,27.2166,,26.1912,,25.8707,,23.1808,,40.2762,,23.2162,,29.4485,,23.3686,,22.0988,,17.789,,21.2,,29.9583,,28.9558,,19.2074,,23.6718
46,536930,,17.3865,,16.2095,,14.3451,,20.5294,,14.9411,,20.5612,,16.6622,,21.1179,,25.0685,,21.5112,,25.8761,,23.1166,,21.9496,,22.9329,,33.7966,,28.7713,,39.7829,,33.2045,,29.7775,,31.9602,,27.0853,,25.2199,,17.1453,,24.4275,,26.6211,,23.0221,,20.8356,,19.6356
47,546931,,21.0179,,19.8015,,13.4261,,16.6502,,16.2104,,15.8874,,18.0294,,21.7179,,19.5026,,23.0935,,25.8433,,23.3464,,18.4788,,26.2872,,30.9734,,27.6024,,37.7105,,28.0557,,21.128,,26.8395,,19.9101,,24.0443,,16.9008,,25.4075,,28.9873,,23.6073,,21.6066,,19.9579
48,556930,,23.9133,,17.0459,,14.743,,18.3135,,16.7378,,16.9954,,17.9969,,19.0003,,22.7451,,23.6821,,31.5125,,22.8377,,21.7002,,30.9697,,30.6453,,24.2822,,23.8517,,32.1261,,26.2746,,23.9452,,22.2686,,20.6076,,16.7202,,24.172,,24.464,,19.5729,,17.7636,,21.9715
49,566930,,19.836,,16.2582,,14.0037,,16.6145,,15.5784,,20.2695,,19.5694,,18.0293,,22.5811,,22.4852,,24.371,,23.6243,,20.3204,,23.2502,,27.3747,,22.7164,,23.9098,,26.5888,,21.9505,,20.9468,,22.3447,,24.7403,,17.1685,,24.1971,,24.1926,,17.4457,,20.2778,,21.7306
50,576928,,20.3801,,15.8305,,19.4426,,12.9468,,16.3147,,20.0065,,16.8224,,21.2738,,22.1144,,23.0533,,21.7485,,18.3118,,19.5045,,22.507,,21.3811,,25.7821,,30.6005,,28.5756,,25.7141,,25.3219,,18.9845,,20.7613,,18.2125,,28.8885,,25.4925,,20.2661,,21.6738,,18.8071
51,586929,,20.6726,,16.6232,,15.4835,,17.9582,,16.0017,,19.6758,,16.4733,,22.1516,,21.9869,,19.872,,25.1239,,19.5853,,18.6788,,20.5803,,27.6156,,24.0155,,28.1197,,23.071,,26.301,,23.7267,,20.7795,,22.7063,,17.7211,,20.9405,,24.3801,,20.765,,23.1146,,19.4773
52,596928,,21.9845,,16.3565,,14.9887,,24.5109,,15.7754,,17.7605,,16.8861,,20.1229,,21.4358,,22.911,,25.2982,,21.1816,,17.4524,,22.6208,,24.0609,,20.7473,,25.0886,,26.1508,,23.1893,,23.5624,,20.9912,,20.078,,15.2124,,24.5437,,20.3664,,21.8893,,16.4517,,18.9795
53,606928,,19.7183,,15.0764,,14.633,,15.5675,,15.5863,,17.1708,,17.8641,,23.0119,,23.9354,,22.4377,,21.3207,,18.6783,,18.6262,,18.8447,,23.7747,,22.7665,,28.0561,,25.1902,,24.0277,,26.659,,20.0677,,21.3874,,17.2304,,27.3487,,25.9228,,18.9543,,18.2409,,20.6917
54,616928,,18.76,,15.8996,,15.7208,,16.4918,,17.1031,,17.1284,,15.6668,,18.8643,,22.7606,,19.5369,,22.6792,,20.1256,,20.4453,,23.814,,26.2387,,26.335,,24.7923,,23.3952,,19.6117,,26.195,,19.3204,,20.6184,,16.7409,,20.1915,,29.1884,,20.5002,,18.4514,,18.8228
55,626927,,19.9136,,15.7514,,14.1732,,19.7638,,14.8698,,18.922,,15.4041,,24.8809,,23.9785,,19.9032,,23.2935,,17.9617,,20.9064,,20.571,,23.0317,,22.7793,,23.2635,,27.2655,,25.4557,,20.376,,20.4307,,21.4028,,16.8521,,23.0582,,30.1228,,18.406,,17.9535,,19.0919
56,636928,,18.5087,,18.9513,,13.3883,,14.896,,16.2841,,16.9336,,17.2092,,17.9029,,22.4213,,20.1191,,23.3232,,18.9991,,18.4679,,21.5071,,21.495,,23.6009,,34.4542,,22.5761,,25.3936,,23.7491,,17.2427,,19.0044,,15.4176,,20.981,,24.2223,,21.8112,,14.4114,,22.9156
57,646927,,19.9789,,15.3686,,15.7739,,16.7109,,17.3533,,20.2721,,16.6346,,19.8305,,21.4788,,17.0334,,16.2734,,17.6065,,18.581,,18.8315,,25.5294,,20.5692,,25.8767,,20.8518,,19.5538,,21.2428,,20.0253,,20.0415,,14.9454,,22.3277,,21.4072,,18.3919,,14.9597,,22.4105
58,656926,,19.6361,,15.5529,,15.0095,,18.9075,,14.9436,,19.8357,,15.481,,21.8191,,24.0942,,19.2403,,16.9993,,18.785,,19.6959,,21.5676,,23.8759,,24.56,,36.2694,,20.2801,,27.8068,,28.8949,,20.0557,,19.9927,,20.1367,,23.8207,,24.5608,,17.6286,,17.3954,,19.1521
59,666926,,16.4717,,15.9926,,13.6909,,22.9729,,16.9703,,17.221,,15.5249,,20.6179,,21.1343,,19.1561,,20.0125,,18.1135,,19.6232,,18.5656,,23.8414,,22.8206,,30.9843,,19.9095,,19.9662,,20.5161,,20.0435,,18.9417,,17.2433,,21.7813,,22.1942,,18.4339,,15.6761,,21.1176
60,676926,,19.2616,,15.2297,,14.5194,,15.6991,,16.5586,,17.2798,,15.9118,,19.7467,,20.4884,,17.5747,,16.5973,,20.1245,,18.4693,,20.6689,,26.5914,,23.7835,,24.1508,,19.6078,,21.565,,17.6545,,16.7593,,20.1326,,15.3254,,25.7518,,20.5044,,16.0874,,15.488,,18.3497
61,686926,,21.097,,20.0102,,17.2026,,15.1247,,14.9768,,21.9961,,14.1383,,19.7164,,20.6862,,17.47,,16.0459,,17.2163,,16.3383,,20.6255,,22.4118,,28.1786,,33.4254,,22.1828,,20.9173,,29.8469,,20.919,,19.0309,,16.0602,,21.0707,,21.7553,,16.7648,,16.6714,,17.9666
62,696925,,15.763,,16.0516,,12.6783,,15.784,,19.6634,,18.7458,,15.2662,,17.7225,,20.1888,,16.4171,,19.0395,,19.6269,,17.0136,,17.7608,,18.5493,,25.4618,,35.3562,,20.8891,,21.0453,,21.0268,,22.1671,,20.1661,,18.1207,,20.0256,,22.6729,,16.0052,,15.6153,,18.3706
63,706925,,21.7274,,16.3632,,13.5965,,16.4206,,15.4787,,16.3691,,18.0145,,20.0835,,18.8142,,16.3212,,15.1974,,16.057,,15.5886,,16.803,,18.0154,,25.2273,,24.7707,,23.578,,19.9888,,19.9099,,16.0844,,18.0573,,18.0566,,24.2621,,20.6739,,15.7371,,18.1815,,16.6088
64,716925,,18.3399,,15.949,,15.1045,,14.8333,,15.0716,,16.8712,,16.2062,,20.954,,22.1396,,16.925,,18.2428,,20.606,,17.9232,,15.3489,,22.0711,,20.9047,,27.8141,,20.8339,,20.5159,,23.5199,,16.6703,,16.8199,,17.2718,,17.8761,,20.5355,,18.7081,,15.0014,,19.2224
65,726924,,19.9946,,15.1219,,12.9141,,15.4867,,15.1305,,17.0702,,15.525,,19.8865,,20.2305,,15.6005,,17.8343,,15.0555,,15.1568,,16.6039,,22.9521,,22.6198,,32.8651,,21.5997,,18.985,,21.7485,,19.9159,,16.0084,,15.4033,,18.3745,,24.2964,,18.0084,,15.3936,,20.4765
66,780693,,19.9277,,15.8928,,12.1636,,16.3537,,15.941,,16.4169,,16.9143,,19.9529,,22.4746,,18.0995,,16.2492,,14.2036,,16.5577,,17.6386,,19.586,,18.4035,,29.9733,,18.3973,,20.9558,,19.0636,,17.4543,,16.0976,,13.7173,,17.9467,,16.2546,,14.5105,,12.483,,18.0401
67,790688,,19.8686,,15.8744,,13.2805,,18.0181,,16.566,,18.7691,,15.9057,,18.7853,,21.6771,,15.4969,,18.5894,,16.3326,,15.3651,,18.1865,,20.1517,,24.065,,22.298,,21.894,,23.3435,,18.7321,,18.353,,19.8329,,16.0075,,18.7508,,20.1037,,16.565,,11.9776,,19.3721
68,800688,,20.5001,,19.1972,,13.173,,16.5754,,14.8959,,16.1398,,14.7057,,20.7513,,19.5166,,14.6815,,14.4931,,15.9872,,15.7133,,15.6755,,18.0565,,21.1447,,21.9595,,26.7861,,21.4777,,20.8848,,16.4317,,18.9303,,14.8508,,25.8358,,23.7604,,15.007,,13.3171,,19.3429
69,810688,,17.7636,,15.8872,,12.7999,,14.1698,,16.4398,,19.9114,,15.4258,,19.1019,,25.3342,,14.7358,,15.5658,,14.3513,,17.8035,,17.776,,23.9612,,21.4148,,29.2421,,19.1415,,23.3966,,19.5579,,15.5619,,16.9903,,16.6656,,22.9191,,17.881,,17.2133,,12.7182,,20.0008
70,820687,,18.2982,,17.4306,,13.9061,,17.4848,,17.1523,,18.3402,,16.7926,,18.5788,,22.194,,15.1191,,17.7373,,14.671,,14.967,,17.3033,,22.7437,,22.2758,,24.1633,,19.4171,,20.0466,,16.4891,,16.1308,,16.8928,,14.3317,,17.5935,,16.8761,,14.5391,,14.5176,,21.3229
71,830687,,23.1931,,18.456,,14.14,,16.2079,,16.2073,,18.2127,,15.9496,,17.304,,21.2531,,16.5867,,16.8872,,15.3126,,15.5641,,18.1893,,19.0269,,21.6136,,23.6756,,20.6455,,22.9095,,22.5324,,17.9176,,22.4963,,16.2572,,16.9424,,19.3712,,14.4829,,14.6974,,19.4298
72,840687,,19.9133,,17.1358,,14.1259,,15.2443,,19.134,,16.0416,,15.5924,,16.5071,,22.9958,,14.2869,,19.1823,,16.7076,,15.2969,,19.0093,,16.1123,,23.1316,,22.2852,,17.7669,,21.3996,,20.4477,,16.9343,,16.9225,,17.7383,,22.1718,,18.1914,,15.9554,,14.1791,,22.5786
73,850686,,18.7653,,14.1166,,15.3787,,17.0386,,15.1601,,17.3336,,15.9751,,18.6325,,17.5565,,14.137,,15.8039,,14.1773,,15.1765,,16.9736,,23.5091,,18.7698,,29.8484,,17.8517,,24.4149,,16.8664,,16.7373,,18.0281,,15.2029,,18.2759,,17.3147,,14.652,,13.4992,,19.0317
74,860685,,20.1955,,16.5964,,12.1691,,15.3773,,15.3238,,16.8211,,15.7702,,17.4126,,18.8901,,20.3781,,16.4844,,14.4374,,16.1839,,16.4111,,23.8469,,23.1304,,24.6727,,18.4132,,22.3863,,17.9013,,18.9196,,18.4596,,16.5207,,22.2396,,19.8193,,12.8968,,12.3011,,16.9803
