Frame,Time (ms),,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity 
39,491625,,22.5613,,21.1682,,28.4365,,17.0786,,32.6957,,21.5603,,38.3931,,23.9289,,14.7372,,16.8674,,18.7582,,35.13,,25.6575,,16.4822,,20.0363,,26.9568,,21.1832,,19.4313,,19.1738,,22.6661,,24.5346,,22.694,,24.8634,,21.9479,,21.5047,,16.7087,,16.6548,,36.0999
40,501624,,20.8659,,16.9576,,26.3992,,14.0322,,25.6188,,21.1129,,32.3729,,22.8309,,13.2133,,15.2409,,18.8749,,29.7951,,21.6678,,14.7388,,16.1107,,22.8567,,20.0954,,17.6093,,17.8057,,23.3343,,22.4894,,21.0779,,27.4365,,20.4825,,20.8212,,15.57,,16.1194,,34.2737
41,511624,,20.1088,,13.8738,,23.2957,,13.1763,,18.0069,,18.8007,,23.6496,,19.7009,,12.3479,,15.3758,,18.7195,,25.4011,,18.6417,,13.5348,,14.7336,,21.6676,,18.6973,,18.3295,,21.1602,,21.8908,,22.8424,,22.0981,,20.5287,,17.7658,,21.6097,,14.5324,,14.8327,,26.085
42,521626,,19.9348,,13.2224,,21.1197,,12.3382,,18.3099,,20.2773,,31.0202,,20.3009,,12.3036,,16.5928,,18.6242,,26.1964,,16.0774,,13.2839,,14.4616,,20.9314,,19.0438,,18.3561,,15.6129,,20.6086,,20.781,,21.1797,,28.0381,,18.5122,,19.7708,,15.3984,,14.6796,,27.4792
43,531623,,23.5684,,12.4857,,25.353,,12.2174,,38.501,,19.3688,,25.3338,,20.1221,,12.7574,,15.5095,,19.2399,,25.3607,,16.0356,,13.883,,14.9459,,19.7876,,18.0656,,17.7389,,18.0037,,20.2895,,20.007,,18.3553,,24.4403,,19.0469,,20.1688,,14.9792,,14.2142,,29.1477
44,541623,,20.1611,,12.0494,,23.4937,,12.0725,,22.769,,19.2023,,20.8419,,20.9544,,13.0436,,14.7081,,17.8252,,24.5113,,16.0403,,13.1793,,17.7393,,19.1107,,17.0803,,18.1381,,14.4784,,21.0542,,20.2864,,19.7684,,25.2647,,19.0291,,18.6492,,15.0479,,15.3835,,23.5015
45,551626,,19.0755,,11.5508,,18.4442,,13.0457,,16.597,,17.9733,,21.1097,,20.1382,,13.0617,,14.9301,,18.7285,,25.9856,,16.9144,,12.8605,,14.0753,,18.5376,,17.7922,,20.214,,13.9346,,19.1716,,19.8603,,20.7777,,23.3045,,18.0798,,21.8907,,14.8105,,14.9366,,21.604
46,561622,,19.2068,,13.6594,,17.4101,,11.6307,,13.8532,,17.4843,,17.6734,,20.5729,,12.5608,,15.7458,,19.5557,,23.9545,,17.105,,12.8777,,14.4623,,19.1322,,19.0048,,16.9883,,13.0218,,18.6683,,22.218,,19.6616,,26.1727,,18.4957,,20.337,,15.3291,,14.8278,,20.5308
47,571622,,20.1883,,10.9937,,18.5314,,11.9354,,15.3773,,19.8351,,21.1315,,20.6336,,12.7387,,14.9837,,18.7332,,24.3395,,16.2918,,13.5532,,14.2999,,17.5875,,19.1856,,18.4027,,13.5029,,17.1129,,21.555,,20.309,,24.5994,,17.5103,,18.7999,,15.093,,14.0119,,20.6283
48,581623,,18.2672,,12.7448,,24.45,,11.9354,,33.7001,,17.6442,,21.6408,,17.2803,,12.7291,,13.6039,,19.7685,,24.0889,,15.5714,,12.3521,,13.199,,17.6236,,17.9487,,17.846,,13.9912,,19.5142,,20.668,,15.8667,,23.5197,,17.6432,,17.9878,,13.8269,,13.907,,20.0117
