Frame,Time (ms),,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity ,,490/10(466.1) Mean Intensity 
46,560822,,35.6667,,30.0333,,32,,36.7619,,42.6333,,41.2969,,33.6667,,21.5,,26.6333,,33.5,,41.6735,,28.9286,,25.3095,,31.449,,19.0286,,15.5,,16.3125,,25.8929,,20.4167,,35.8333,,40.5357,,44.1429,,33.8625,,36.6122,,41.1477,,45.5833,,45.6,,37.7778
47,570822,,35.0333,,31.3,,30.7714,,36.8571,,40.8333,,41.5156,,34.7778,,22.9167,,25.8333,,33.7857,,41.5918,,29.1667,,25.0476,,31.7551,,18.2,,15.619,,16.6667,,25.5714,,20.375,,35.2083,,41.4286,,44,,33.5,,36.6531,,40.3068,,45.625,,45.9556,,37.2698
48,580822,,35.5333,,30.4,,31.4857,,36.7857,,41.4333,,40.5781,,34.1389,,21.5833,,25.8667,,33.3333,,41.3061,,27.8333,,26.1905,,31.6327,,18.5429,,14.6667,,16.2708,,25.1429,,20.5,,35.7083,,42.6786,,44.5238,,33,,37.0816,,41.8977,,46,,44.6,,38.1587
49,590823,,35.5333,,30.7,,31.9429,,35.619,,41.6333,,40.9219,,35.1667,,21.4167,,26.4,,33.8095,,39.5714,,27.9762,,25.5476,,31.7755,,17.6571,,15.619,,16.4583,,24.6429,,19.75,,35.2917,,42.3214,,43.4762,,32.8,,36.7551,,41.2045,,45.7361,,44.8222,,36.6032
50,600821,,34.9667,,31.6667,,29.7143,,36.1667,,40.2333,,41.6719,,33.2778,,21.5,,25.5,,33.9286,,41.4286,,29.381,,24.7143,,30.8571,,18.0571,,14.8571,,16.125,,25.0357,,20.4583,,36.25,,40.3929,,43.8571,,33.4,,37.2857,,40.5,,47.5833,,45.0444,,36.4603
51,672487,,35.4,,33.5667,,40.4,,41.4524,,48,,55.8906,,40.2222,,24.8056,,27.6333,,36.0952,,45.0816,,30.381,,27.4286,,34.8571,,19.4286,,17.7143,,17.7708,,26.4107,,20.8125,,39.7917,,55.7857,,50.4762,,38.0375,,40.6735,,45.7386,,53.9722,,56.0222,,49.6349
52,689285,,34,,32.6333,,39.5714,,42.6905,,47.7667,,55.9844,,40.8611,,23.5278,,28.1667,,35.8571,,45.3673,,29.9286,,27.4762,,34.3061,,19.1143,,15.9286,,17.2292,,27.2857,,21.2292,,39.75,,56.8571,,55,,39.425,,40.3469,,45.7159,,54.5139,,53.9333,,49.127
53,699271,,34.1667,,32.3,,41.4,,42.0714,,48,,55.125,,40.9722,,24.3611,,28.4,,36.2857,,45.102,,29.7143,,26.5476,,35.5714,,18.9143,,16.119,,17.5625,,27.2143,,21.4375,,38.125,,57,,51.8571,,38.0875,,40.7143,,45.3636,,54.9444,,55.3111,,49.3651
54,723378,,34.8,,32.4333,,40.6,,43.5952,,48.4,,54.8281,,41.3611,,23.8333,,28.1667,,36.8333,,45.551,,30.4524,,26.7857,,35.5306,,19,,16.8571,,18.2292,,26.625,,21.3125,,39.2917,,55.7143,,55.0476,,39.25,,40.1837,,45.375,,54.3056,,56,,48.9206
55,733369,,35.9667,,31.8667,,39.8571,,41.5476,,48.3333,,55.0313,,41.3056,,23.8333,,29.5,,35.6905,,43.898,,29.7143,,27.5476,,35.7347,,18.4857,,16.3571,,17.1667,,27.5714,,20.7292,,40.0833,,56.1786,,53.1429,,39.2125,,39.2245,,45.8977,,54.2222,,56.5333,,48.2222
