Frame,Time (ms),,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity 
62,713927,,11.9999,,9.8571,,9.2209,,9.2014,,11.097,,14.4611,,10.3193,,9.2734,,11.3508,,13.6619,,15.2278,,11.6158,,11.6755,,11.9573,,15.5121,,16.5737,,19.506,,16.2734,,10.6257,,12.4515,,14.8518,,19.3737,,10.5559,,12.9066,,12.0898,,13.5395,,13.1999,,17.0723
63,723931,,12.6053,,14.3952,,10.4506,,11.7664,,12.9311,,14.1448,,12.6466,,12.1279,,11.0131,,12.7183,,16.2961,,11.3975,,12.1776,,12.4641,,14.2595,,19.6836,,19.5508,,24.7498,,17.2571,,12.5524,,18.2486,,23.5917,,16.159,,16.0853,,14.6471,,17.7878,,14.0514,,20.5206
64,770875,,20.1119,,14.7257,,14.7026,,15.5092,,15.3287,,16.7748,,19.4764,,18.5935,,17.6822,,17.1164,,18.1754,,23.2364,,17.3155,,19.0518,,19.2284,,21.5385,,15.6229,,16.1547,,17.1198,,23.781,,11.3115,,15.0267,,15.9208,,16.1415,,16.4659,,20.0432,,23.1444,,14.7302
65,780981,,21.0681,,14.1825,,14.1196,,16.1776,,15.2105,,15.4346,,18.4341,,16.4653,,15.7599,,16.2673,,18.689,,22.9019,,17.4438,,19.2873,,17.7944,,19.4225,,15.0997,,15.4734,,15.1955,,23.1072,,10.9809,,20.0396,,14.8874,,14.2761,,16.8644,,19.6845,,21.5437,,14.7375
66,790926,,16.9623,,19.4504,,14.3743,,15.9596,,16.3824,,14.8848,,17.9409,,17.1289,,17.1883,,18.1379,,19.1592,,22.5161,,17.3686,,19.9952,,18.4704,,19.2681,,15.557,,14.7913,,18.0367,,20.3769,,10.5371,,23.5465,,15.2709,,16.7698,,16.4313,,19.7583,,17.2755,,15.155
67,801016,,17.8879,,13.7972,,15.2,,15.1459,,15.0405,,16.7389,,17.5,,18.274,,16.721,,16.7656,,21.7373,,21.4521,,17.272,,19.7549,,16.858,,19.5899,,13.5504,,13.918,,16.3024,,23.6582,,10.1179,,17.0852,,14.9325,,16.6185,,16.015,,18.6734,,18.0832,,14.6265
68,810915,,16.7684,,13.4881,,14.164,,16.1884,,15.3966,,15.6658,,16.1568,,17.4695,,14.5502,,16.9142,,18.5314,,21.3044,,16.4275,,18.693,,17.7967,,21.8402,,14.4323,,13.5241,,16.1865,,20.696,,10.7528,,15.7622,,14.8422,,15.9127,,15.4945,,17.1488,,17.9855,,13.7547
69,820924,,16.968,,13.6328,,12.6447,,14.8124,,15.8282,,15.0134,,15.8343,,13.8669,,16.5681,,14.8697,,16.9042,,19.0613,,17.053,,19.2777,,17.607,,18.5727,,14.8213,,13.1561,,16.3907,,17.8228,,9.9271,,16.9157,,15.408,,16.2804,,14.6904,,19.4176,,23.9754,,14.6055
70,830923,,19.0299,,11.8755,,14.1235,,17.268,,15.2472,,16.0084,,15.339,,15.5723,,15.8655,,15.5507,,16.901,,20.6921,,18.7947,,17.9359,,17.0397,,18.5541,,14.7105,,16.3078,,16.1103,,25.4571,,10.7919,,15.1598,,16.1738,,16.6079,,16.7434,,18.8849,,17.7459,,22.0618
71,840924,,23.1119,,14.5202,,14.4363,,16.9425,,16.1202,,16.9174,,16.2434,,20.8268,,17.009,,19.4341,,20.8811,,24.4457,,19.8171,,18.0958,,16.8419,,20.6865,,15.2427,,17.2248,,16.2541,,24.4541,,11.6824,,18.0474,,16.6016,,20.357,,16.7183,,20.5143,,16.508,,18.9722
72,850923,,19.5098,,13.5508,,13.5895,,15.3534,,15.6856,,16.4588,,22.3125,,26.1232,,15.1655,,16.2421,,19.4914,,22.4294,,24.14,,17.6144,,16.6469,,20.6749,,15.1957,,17.2244,,15.9452,,22.6083,,11.2514,,16.6484,,15.8932,,14.3541,,17.2843,,15.1201,,18.0462,,18.5548
