Frame,Time (ms),,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity 
57,754618,,7.6485,,8.5252,,8.8973,,9.9662,,8.9264,,12.3422,,10.8741,,11.3882,,9.156,,10.3331,,9.8722,,11.8268,,15.9734,,10.1761,,12.5715,,12.4674,,11.7513,,13.3771,,8.8202,,16.5078,,10.2445,,7.9494,,10.3686,,9.7529,,9.676,,9.5724,,9.1963,,11.1566
58,765045,,7.93,,8.6953,,8.975,,9.4768,,9.037,,12.4627,,10.9263,,10.1833,,9.0814,,10.3969,,9.9209,,12.419,,15.5351,,9.807,,13.5445,,14.9516,,12.4693,,12.7811,,9.5306,,15.6523,,10.6503,,7.9831,,10.199,,9.5188,,10.0332,,9.51,,9.2336,,11.209
59,775319,,7.7044,,8.7507,,9.087,,9.2881,,9.1004,,12.3939,,10.8697,,10.9955,,8.8744,,10.5369,,9.9617,,12.4432,,16.0533,,10.4711,,13.1357,,11.8582,,12.7511,,12.6478,,9.0958,,16.1996,,10.4054,,7.7834,,9.5735,,9.7078,,9.9523,,9.4808,,9.0887,,11.3658
60,785333,,8.1961,,8.6222,,9.2095,,9.6846,,8.9751,,12.2479,,10.8506,,10.3362,,8.8159,,10.2793,,10.0259,,11.9674,,13.1332,,10.3137,,10.6984,,11.927,,13.4346,,12.9977,,9.1879,,15.4993,,10.2147,,8.3014,,9.6156,,9.6435,,9.9178,,9.8477,,9.3628,,11.409
61,795300,,7.9786,,8.66,,9.1409,,9.7559,,9.2169,,12.4374,,10.7199,,10.3913,,9.1025,,10.5658,,10.7609,,12.7575,,12.7334,,10.0156,,10.2194,,14.0403,,11.4966,,12.233,,8.8914,,16.025,,10.4914,,8.0733,,9.6194,,9.816,,9.4516,,9.447,,9.2517,,11.6773
62,833023,,20.2396,,23.1162,,12.0322,,11.3742,,9.7426,,12.8294,,12.9383,,11.4061,,11.6519,,11.1709,,12.0005,,19.7416,,13.4257,,11.1178,,11.8232,,12.9374,,12.8594,,13.9195,,9.6384,,21.989,,10.7608,,8.1582,,14.7793,,21.62,,10.8218,,10.23,,18.6498,,22.5784
63,848139,,21.9109,,20.778,,23.14,,18.1775,,20.0501,,26.1652,,22.2946,,22.3036,,21.5817,,13.3246,,15.4499,,21.586,,20.6769,,20.7762,,21.1798,,15.9356,,13.5282,,13.4981,,9.3166,,18.4973,,18.5682,,15.4241,,21.7986,,23.8219,,19.2558,,20.8269,,19.9846,,27.9789
64,858128,,23.3549,,22.9955,,22.0347,,19.8484,,21.2721,,19.1403,,22.0439,,20.5328,,22.7485,,15.789,,24.0775,,24.4936,,19.5254,,20.7148,,24.2492,,28.2911,,21.6989,,28.6344,,11.1774,,21.0406,,22.2227,,16.786,,22.2904,,25.2446,,20.6878,,24.2477,,21.134,,30.856
65,868128,,24.7913,,25.1751,,22.8575,,21.5491,,22.9944,,25.9145,,24.795,,23.8901,,23.5344,,18.0554,,21.8334,,24.5516,,23.1986,,22.2872,,24.093,,31.651,,24.1045,,23.4748,,23.9306,,24.6192,,21.3528,,13.691,,26.969,,29.2973,,23.6338,,26.2525,,21.8746,,35.1798
66,878129,,27.0265,,28.557,,22.7551,,24.6152,,26.7468,,24.6868,,27.1698,,25.8834,,26.5481,,21.5746,,23.6405,,24.7138,,29.8903,,23.4695,,23.4185,,35.5764,,31.1774,,27.7705,,19.5651,,23.933,,24.3101,,16.5818,,27.3451,,31.7517,,25.2166,,28.7176,,23.6928,,39.7744
